frame_index,historical_host_id,raw_candidate_count,valid_candidate_count,retained_candidate_count,invalid_candidate_count,duplicate_or_prior_final_image_count,raw_unique_uid_count,raw_unique_rng_seed_count,raw_unique_final_image_count,retained_unique_final_image_count,candidate_count_gate,manifest_raw_sha256,manifest_retained_sha256,identity_manifest_sha256,completed_at_utc
77,668,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,447320c35ae86a1ea3dbdd3976e87f1adc326e58339c3f0837f169b7b7112504,50dd534108b90bc76c03ec8b542427bc4e2d317dfa16f3979983b88d729ad602,5e493fde332d691a0f12369910ebba1839636beb937e9bbc6ba51fc62b49b960,2026-08-15T18:22:00.941250+00:00
78,669,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,0cdd53a26b7d2dd2e57dfe4548818ee13cdf905312a2b3a42df6ae686aeca794,81179fdd4a13520f02de83d2e5c11d7cb8ad18d6152d5043063473019612db0b,c342b199097ef18314db202413eb9a81c8f7bbb60c95854c5ebfeb52dd47a1f0,2026-08-15T18:23:50.044748+00:00
79,670,2080,2080,2048,0,1,2080,2080,2079,2048,PASS,857e6e5e97ebec2895d59b8a4fc0e16d6460f3d99e190809c161338d0421550e,be455a52668eaf46ad98f6f4620b6c553cfca6270b4915aebc53218d2c505841,9b7e4dc601ffbc3a2e040d2a040d8efc8e407604b6cf7618d1dc83b29cb4054c,2026-08-15T18:25:31.498392+00:00
80,671,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,4da15ad564c6a8bce13227a912277ba6f95f4b5de8217db6c93c612649759f2e,2e15fb053fc02c43e659d6ec187ffec3e97f87e2f86ba96c4459427d74a0d7de,1b9547150161b228dc6c3588264c19cad411e41f0d6076d1f6b2401e8d1ab2c2,2026-08-15T18:27:17.531348+00:00
81,672,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,3cf6a849100525c29a0b929014674b8a8deb6af0e482d91f19adc4ec2a243a98,9c7fea1327144ff99d303dccae8c34f4404fb532388bac288e521667f227d51e,86c58efe4d663ae1cf592c146ee6458a3fad09a9e72cd167c383a84530ab6e36,2026-08-15T18:29:04.675433+00:00
82,673,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,39ff8c05d730522fc3f5162a526bf992b64d93bd795cdea9f7fd0a3937bb35c6,931979484d77a17c79c054615f0d01ae2d2b0b8ea36c006e10465a780eda7fc7,7c33ed6b4aec03162c88d3d937ca1a126eea7a008e5734a5f1d380a0a88b3aba,2026-08-15T18:31:00.677921+00:00
83,674,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,6d1f8f252b0aabb63bfd5c75515c24f858bb840746ee7064c4e8a57fda5ca78b,bb9c77b32c36da69384b7cee6c4415fe299f1e075867e0c7f9b80e952480612f,59a0327152e747c38d8fb846218e32ee9cf5b82cc6bc94d019d26692f00f27ea,2026-08-15T18:32:45.753457+00:00
84,675,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,67afa0e75175ba7978c78ce24635e7ac039f68cd04f132eccaf83488608667c9,d6a8a3f19e08a3460ba7ca036db60cb57df95d4e026527575d0795c2959d1255,5a229f8b7db2ed2ebe399a5d58a690eb6c952d1b179f5ebe8bfcdcd17aa52a45,2026-08-15T18:34:31.770225+00:00
85,676,2080,2080,2048,0,1,2080,2080,2079,2048,PASS,aa78b866cb72511daedb760c7867d134c6e39a5755b01ba84d0cca9c6e4d903b,e467f71ef582ffece600e2fd36c1e1a701b78b68fc0c0586a41e4d4d68f0174d,5719ae0ea75a7f3f9303b0a37b31112e367a0562b798b3858c592e93bd594e03,2026-08-15T18:36:13.531269+00:00
86,677,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,cfc9c4b5d3fa1503400fd827f57edeb0f1b9cbe184c2bba95c6cdb640c4cb006,5c6c00f76fa11fad16ff4f145b002c0fe33202f0ed1dd312e14a59511392e9ff,1e6c43e0d1ddd06109360b3a38708cd5d93d1f0da416f1550857ba4ccf941ac2,2026-08-15T18:37:55.043790+00:00
87,678,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,916afc04e3651ae85e359e26eb2aa7f32c45ae70b3f834093f9ec79d84d77aa6,e87a55e61d594252295307a162685b64f1490fb3ca24e900a96c5f13c7d7a009,300b9890de79258f6481ca70c9d5b1f1c2515dcab7731e3dc8b22fcde989e0f0,2026-08-15T18:39:42.407310+00:00
88,680,2080,2080,2048,0,1,2080,2080,2079,2048,PASS,b164b9a3e47d7627781d0ea1c7a885334bbb8970a5e5b3c7594149f50c18760a,f7e4b1a7e004fb313cc7c7b92b9e765980358359888e219301fa9c7cbd3f9002,5a9f66fd1ce290f0868856199c9992addf462e97ff663df258ce66f82af1b910,2026-08-15T18:41:28.237805+00:00
89,681,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,75d14a12ba348ad7afe821f181a3a27c87f990db665ed11cae31dde23f95b2a1,22a6d092b3cfb0ee7f66d7c36809d778bb92352e99167e6e76a4956c94e62ca7,f83a18e8f76ca8f51723bd0603beae5add57520cb502c1d584955e36d74ea282,2026-08-15T18:43:13.884716+00:00
90,682,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,8e5736f4e0fef0fb38edcf95fcf931e08ae86a22e3f245de413f13a471cb18fd,0515fba4ad53e628347bde96f8d502001b715bcdb32f723e3e0b6da130f4f143,0ec56dffda0f5120359bed02c8a0b0cf54a790e5539d59258b5fe626047b02e0,2026-08-15T18:44:58.268839+00:00
91,683,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,0c81540dcdb4da6892aea8a67d160040f154f1d4e58603a3f71962078b96884a,6f778c97925dcd2e871e7a1f8c25f3c368f36b3c2f85b935d351a48c3a96d553,84df7ebc46e48b7f9ea113831c75664ad54aba44ad122a5c6acdb2a95bffe449,2026-08-15T18:46:40.235134+00:00
92,684,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,d696ad8b2e88e15ef71a8fa44afdda4607af12e3ad64e8ad4e7868f387533cc1,db1e5e3b762b5ccd6fd5826af71b751b268569063d3e59db1cb5cc95a2a51360,9d451c2545900232b42446d1fda9901996f27ea28f8da8faeaf5e18661ac7150,2026-08-15T18:48:39.417944+00:00
93,685,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,05f685e3bb7298949d4d336dc674386e7f1d7926ea611bbd6ce7d199779fad05,677fc57309d33b2fb650479f1e2d4322cf67e883407bb892a755d9c867ed2f87,b561e21a6e7917cbce0ae32373f5420833d4018921e638219269ef1167e27650,2026-08-15T18:50:27.872607+00:00
94,686,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,6255e4014481386c06200527eedf5e674cbfabadfcd67ee3a7d9adb8ae204774,e29e3cf0bd42ee5144b400df742a3e8e2f1fbd2a2a58b30c718a2248949f6443,30da54bd7b85abe3ea6a4970369406b57e9b1e9f8e26d4ee8a580675cd25c502,2026-08-15T18:52:16.916985+00:00
95,687,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,213f245484cd41bbec4042cfbc12a665251bb44bff52f1d1d4871042bea3efa2,d0e65d7d4f1eecc53c4a8656924847e184704cfd821b94300cc5b14e113e92ec,57c1ca05d9dbc626dee9d7804c90b1e7da698b4bde7324e31dfe1b7086f81f93,2026-08-15T18:54:02.404890+00:00
96,688,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,5a91abb237bd2b0bca664abb5b379dd42f46f65b87fde2b93822c237b9516871,b069d6b9da72d1bf32c37f91b089ac9cfaa95b7342b277baa87a2e72a6002348,d911bdf3050b5c79f30bd3117f55ffa8d583181dfd03f780833dc39b2b5c0406,2026-08-15T18:55:51.568697+00:00
97,689,2080,2080,2048,0,1,2080,2080,2079,2048,PASS,8b5a247a08935c28d2ac2151b1b257ffae8625e64142e1c57612cb2c9a745c7d,19de44e1ed9291a62c0c8a50d80c8c1769f877f4710dca5372a63681fc4f7158,1d7a82043ad947cb2bf58ca59e34b08d3b6c2247d9c65f6d4f965b7a9e4a37d3,2026-08-15T18:57:36.402721+00:00
98,690,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,fd916a8a41554ec738b6dcc08e36d92a16ba3969a60ad9d8f9eecc995ba4d520,d4a465dc9cdd3885bec4805733a008c58272f9d5641abc8dbe51dd81c0b156c0,fc108baff7dd7e4afe2f2e078f22a8dd6cca589a2f1419e3a8346e9cd9fac411,2026-08-15T18:59:23.668208+00:00
99,691,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,2ccab0e9bafb95a411849fba49cef0b1383aeeca102215077431477241f6f4e5,56762aa79377ce36a145aa2e1adab7316d1539075a7f5bb66b8585e2aa6c6906,c628f7941f372495646ae2b35c28bccebc827b1d3afa5b25bd1dc9c39e9eedc3,2026-08-15T19:01:11.042584+00:00
100,692,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,63b88f032355dd05103b339b1023969751858eba122923fe1e1490455bf29aa3,5826b6db959b445402bf2bff988fe7a369b2205451cb07e7b715b90d01c40487,a6fc17e168454dba276df53cde7de35d7f036027fead8929907979e524ce9da6,2026-08-15T19:02:53.827380+00:00
101,693,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,87a66de7f892dff8e0d7117f2159197eed910838bc735c4829041e403d1eba4e,a6553cf712e8249886cfe795901cc40dbeac178f30e5fe18eaeb87aa60efaddf,9f719a5e6bbacc3c4c3f95a86a3ec3839bbc57aa1ce0858cbddd4f7943c84464,2026-08-15T19:04:34.620992+00:00
102,694,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,68502f93f7839b5685958265696ede1d38d9bc5f11471905104619a20f2a746b,1a236a64ac1e1e7f5d30a966e9563d119ac21b3b8e19278e3b950af1f88d37d4,92a52bed34dde4289f83f34883116a94c3e9fccb2900f837e2a311458b6df596,2026-08-15T19:06:23.862206+00:00
103,695,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,36a30eb94c87d2fdf3fcb0906a09fbf3d37bb5752b42f016b0368173a6188176,07cd80703fb98c45e664cae0749f2599f3c047b00ea1c2e6ba524ea32fc91e78,5b60567baa3fdff9902002c5fb97b5f705ab807669ac424aa8f42b4ade764703,2026-08-15T19:08:12.615851+00:00
104,696,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,508273732855174be369660b9b25068342b59b7656919f71971d44b0da6b5b79,080a8f6859c21a07c811ae9c2b080e6a8f80ac111b2892f15035a68d3db7e0ea,8736458ca507a55dfc70ac9eb76d0f39bb16f4b5fc7910cfb6e7cf9e0b0765f8,2026-08-15T19:10:03.679580+00:00
105,697,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,56b95aecdc57f94aa2d8e19736fcb622a999a202553c621027da889dac0149b3,8d97a534d94dd9378d5f71955e7fe2dc97570a94ecd98df84573d19a664973ad,32dba6e193813bdbb1371d1c3f0f27ccc3837b08d59ec478c435f3d0df5ff538,2026-08-15T19:11:49.032494+00:00
106,698,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,a9756915debc129f061495c03548fe5905a43c4d3375c566488ea383e3054a56,6380d846f3ced63ca19893d7bc10e605db6762bb522b869187941d8398995df1,076f1ad96d36ece44a256fa9d9ddca8737d82800081a5b4c9c467a3716edd413,2026-08-15T19:13:34.849627+00:00
107,724,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,a2cee824a5d3e4b0d411c3092580c4ee05cacfc1c18273f86785b4a144f29cee,c1eddb4e04ed576ba8db868d1c38cbe3b798b098f5835fc62d36a4ffb5c27dac,e95c01c6e13086b444b0065d595fe60d7109da3326dba4e80ee766884751e5b4,2026-08-15T19:15:26.577841+00:00
108,725,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,81b4bebe62bdb2a0379c7d768449213ce98f14a3d88a83ceba34cfc5bdad08bd,53fe15ef5727a2c58e3db7b5ae7e7d0f989c1f8cca4978df6e0508d53d8d8c79,d70a0ec1628bd6cd183c014b1a754593ef73fa2b94f55badbe10f843c9f582e0,2026-08-15T19:17:15.880349+00:00
109,726,2080,2080,2048,0,1,2080,2080,2079,2048,PASS,e8437cf2d1ee4656276d08f4ab5b5a4da855444c245ef0acedcbb5a9261a09ee,04a98cdc7f6bef83376eaa6e4f1e67676f40dabf21ce8ab0dbfb3fb355aeeae4,76a05974f9eaf79b55f0422045e5ab5ea19ae7d542039a03097490ea57a8aeaa,2026-08-15T19:19:07.504159+00:00
110,783,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,e4bb92150f1b1b18c73560c70e3559ce0b1ef66aa92bb52eff52a67884d6bbce,bb00ef14d58a5c328ecc518f25be5a5be959699c35180528cb810f70b6d64db4,442c6903d0f565f3ed4a0cf6c5f126ece05e252624e8118b5ed01f1214afda98,2026-08-15T19:20:55.533397+00:00
111,784,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,5ba5e331ff5683da113c19b0b538310afcbd2e10e4f72d957ee441c858185a8f,2f3b6798cef9067a8db2154f2e3fbe00535ab33c31b69d3d7756a78895da3ec5,334eef3002f0af03d04cc208df8d8e180dbd80e3f6977dc4769234901f9a86f4,2026-08-15T19:22:40.379461+00:00
112,785,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,53d5ae9b89a1b64d9421fbb3884c0cdd9576bbdf5855feab60d3be4de933fecf,6f5bf9a80187c4873defbf12d11e9b299c3eb55945618ee368c2060e34f62c4b,df9c860f68c3f19aaf439a17f730638174e53cfb97ade1401cd809d6ab72288e,2026-08-15T19:24:26.796384+00:00
113,786,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,a9dbf136efd56ea3911cb02780ee51a1b410119fe7cb384412fc513e08c956c2,5d5e67627a8c79671bf83912005392226630cad2a063a1e8fe1543349212f4a7,1fb43445df5c210b69f53a06224b479e186ca1a570ddda088f153bc78af86439,2026-08-15T19:26:15.771885+00:00
114,787,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,2ada747f260363fef73fb5931af1424c69ba4eea720c8947d43f6411aea0e6a2,5a7d8bdd590090b35883792c5a5d24cc73c106a1c4d1d4cc9b646d89818f9711,88d876f573574a65d98fac25808957c91dd99411f72123ec8339f28cf6b675f0,2026-08-15T19:28:05.425378+00:00
115,788,2080,2080,2048,0,1,2080,2080,2079,2048,PASS,17f438fef4439749e94460ec6e7ec38145eaae60dc3bf0d45705bfbaf7e8f4c6,b94e29649a351b9ab0fee20017ba38e1fc560953f78f17d78b0ed9bd5e123bfa,ebe80c21e95acc72db4609bd5de2ac93f2da28d6ef14e44ed7bcb77f2ed22e22,2026-08-15T19:29:54.624885+00:00
116,789,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,2bf88b4be38728144f0ee04c52848258c9b7cf1afba6160723832c40cfffd09a,7d1763d7d3a0964e4eda104f395a8416c6e1db2f2fc01b572b03ec7d1059b0a7,e9cc6a0e1985e82402b63f7b4710f3c1fced7eb91929de17d080afe0fb882477,2026-08-15T19:31:41.767416+00:00
117,790,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,683e7c967ada5cb608728c4394fb5f3548d526039d284e96fa04e45b8c7b4b44,2465d6dfd8a1bb3dc04685bc4266b4cdf887c3c52bfe5430903a30bcef4ecaf8,54161d82f2e8c274112ea6ffc25eb9e3f1f923d5410a71aa491505bfa1a19a43,2026-08-15T19:33:23.304752+00:00
118,791,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,3f7eb5ee7cfad283c56e978802dd0f800e1d8fc970f2c419ce421a9580f9dba6,1231b8131ef5d1a8429db4538bfcfd6ef238c29fff9ca081ef52c9f15e998cd4,4dbcd4fd9c83b7e04e22bbc40b0d4ea08e042df8d8b0e7925057b3a939d502e5,2026-08-15T19:35:07.670966+00:00
119,792,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,03d43e776b8bb3ed4e2b5eeb6d2c83547a8a312d4539c25ce668ad057362ac76,bfe2b82cdf23be162af247bad315de6d8e8a2c6d6b7219516121a89d2aa25d76,e729e4600bf882cd28c196f38f53066ecf61ed19cbcc039048e9cec3ccddd302,2026-08-15T19:36:47.799251+00:00
120,793,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,ba1b1522bbf0c6a4f0d13de895a37b89640c9be0a783e570b51071badedb2f49,6b3aa4e6f83ea7bd12e13562298d9cd24c0107b3242ca41cc0f9c0503bc6918b,5ba43b14435e8bb963d5a74f6effca46b39ee6bf97034100c6b7b1142d87e122,2026-08-15T19:38:28.627236+00:00
121,794,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,48c2b9bd5dfe77654230cd1bd1c7f2a3251a42d2441058733b9847bd712802e5,0af87338fb4784619dcebfa0c16e5e05b2e228e73656e0d4f65db7a9454c41a2,ac55aab53af4aeb98149c62ffb1da124954e7a2a1b635d6f46a78e9967096866,2026-08-15T19:40:10.656974+00:00
122,812,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,9036ba80089b7ddd588ab8a590124fcd32a76e50ca0fe049f13bc24cfb524e86,4ae96b89f1272431b36b91102245241290ce1befaa9fd6d978dfb796ca0200a5,7fd6f55d419cbb007c70c02cef43fd7b8ba8dcf22da81c4b606a638fffbb7ee2,2026-08-15T19:41:57.259193+00:00
123,816,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,c34fc1e1a819b59200de967cffd0509b21daa1aef8c9123bf51ad95e1a4c43e3,eaf678ad74ddcdaab1b120670fac19c8dc4d4c9326abe389e97f4bffe9dd530d,62ae5cb8d9daf2ee735eb58022f1233398df1e157c03c4f5659dbe44658ffbc7,2026-08-15T19:43:39.746907+00:00
124,817,2080,2080,2048,0,1,2080,2080,2079,2048,PASS,4711fa384c170e602bc225f851337e3cc6d9a6e0fffc9529c6ade5274626135a,a48cdab0e66ac7b5dfc9786ba07ebb4d9581cd372f7f7552bf86c91791950e01,e03eafa9837578e655be8fb220a08a9cdde65726adf24d18263ac83423e10696,2026-08-15T19:45:25.482840+00:00
125,818,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,a2d1f627c3026ad378dd1c6f9511076c2c850f0beb84f7108030fda2499c0ff3,3ffc434d6b069aaa9c09bded20e021e6de05fd6a8a02c396ed6c3580bd5d56a5,1673c92a0d20d209817b58dc91593a68c5f16bf9db6562ab5afa5ecb9275f22a,2026-08-15T19:47:07.676676+00:00
126,1075,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,15253d3a3d27edae693f3026bad76f7d96e6d7ec213875139e2b650a70bb1bbd,c31968dc529412f74b1beaa3e3c998aed843b2f7eea5025c0106b83c73afedd8,98dc4c9ab65254ff7685bd8b060b44c617d28c61cbcb2c93f81ed68c7115107d,2026-08-15T19:48:51.085341+00:00
127,1076,2080,2080,2048,0,1,2080,2080,2079,2048,PASS,1256a4a6bfbcacbaf965fb17978d3d6be57f1931f122a94e61246f0674d0f050,126d8992c7e4025558f98a4f7d307dd8ed8f3bf78faa294a3b11bbbd76039815,ffb669ff97feee77d6b5c9ba3d0b29ead82550370846d59a5aa595731053f75f,2026-08-15T19:50:33.799066+00:00
128,1079,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,2e6a7f17c7a2c36235c7394f9abeeae0898ef2bb7e9f849ca8bcf2be8f7c0edc,da69dcf5907bdfaf75ce1d31f01b64fe6dab21d092bd411a6cde4f8b9d9d64b3,cb0ee90a64bfacb990c10da27181fe855b0418df22280a845cc5163008e01d11,2026-08-15T19:52:29.407411+00:00
129,1080,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,8bba9655ef4e9f201fc7c96cabe03b33c91ffc382f1eba5f04fc982a15a3d63e,127d1c5497c62ceb3c17b78ef52ebfb15045d51cfc4fdaa91732fbda8db2a97c,612051ff97183b29b4f347396a1306290ddda935f6edeb691fc051a10a7d20d3,2026-08-15T19:54:12.672232+00:00
130,1081,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,f3e2f9eafcb204663135e47e6e47c6088c0d650e52ad07f2c482e5d729bd9a60,52cbeed4327cd35305e1f7a9aaf83d89e0abdd02857c558452e8b1aff57661af,b89f8572ec83c85ab177d34c18199c9e55e9f2c4c70002a1727d5dc01a48c785,2026-08-15T19:55:57.512254+00:00
131,1082,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,1c1f9c4e889b7c97fa70266faff6eafde79808ad99d340dccf4fc2562c9aa79e,851009c88c064b92debf65804ad02d0954ae3798bfc55d76d9c13ba6113dd62c,6ba29e5debd92565f32e5bbc7b9412a10ac1a136a3490b43b3e589c981ccdb43,2026-08-15T19:57:43.850696+00:00
132,1083,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,fa0f4c62dfe14f9c14cdabe9963a15b660bc6a750613750e723ed078982aa925,80a7f4109889df6fa5f4aafe4de3b49c9e3cea0bb91566e44715e7d84d591d1e,324abc76ca94feadfde1eaa1f5ab9b6a157f8f6abc0004e2014eee77e7a62e77,2026-08-15T19:59:32.265155+00:00
133,1084,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,9c0eed3a46af892023dd0bf493ccaad672f4644838e19696476e6c89d94491bb,6e44302d0e044a48f8ae5313c6de52af575eb2b78c9fb345edb95e577b4731b7,8efa0faa33d342f83e9797c95f0f7584f58e97ead1ee3d6ffdd62347d1c14a0d,2026-08-15T20:01:23.050871+00:00
134,1085,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,2da80a3fe9a07e051c5580de7e33ff2c1228ed42f29a1a14b9af171fb4d6bcc1,02ba8a981681dc5d8e944a93f00fe06e66bb9465e003e20854f1c113cca9dfda,ed32c39c964bb814100e56a26e5fefa7ad955920ce9ad695431d73127fcd694b,2026-08-15T20:03:02.916554+00:00
135,1086,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,f9fcb8e6335565b46828ed9e9a9cc407d214c5093165a13c749524b99c97ad90,a7242a948b1b6e40a4010cc99a5426bc4686c62ec6dcedc60728614149ff4eac,149f9d83b7a7c17b42e6c305933767a5a46dc0ada1f0c7a186f54b61f254d54d,2026-08-15T20:04:44.517630+00:00
136,1087,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,0da50f6170de68f5a69f5860be1860c114f7f0ad87a348b72192595aa985d2be,f9099aeaa828aaa34720dc835948fcc86a08e49593808db5316420da2582179a,336ccacc0b9be9890823b2259ea35963f103c3bfc0351b421fcce42e19e1bb21,2026-08-15T20:06:31.518013+00:00
137,1089,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,38825054bb31263b6cdc2e6f7895f4ae0b7fb53c7d0e62a79475d04302c47d0d,0604121d4c905434da1954ec3cef05814b45d89cc79f8acae5b9f71290c1115d,4059bc85bbdaa7cec49ef971bb8ebba26923d99cd9df1f7e0fe162c8e1278278,2026-08-15T20:08:15.649168+00:00
138,1111,2080,2080,2048,0,1,2080,2080,2079,2048,PASS,2eb457485ffa062709de5995f1d62e1ba383e67f774f73e7d431d5b6f9bbcfbe,e62052712f5347022093f29a3124fc3a5076cbef094f4d5b9a70fde662f57487,ce0096f726ec1e8898992c6a15753780e6efd26833e71d0fdf8debbdf018a812,2026-08-15T20:09:58.063717+00:00
139,1112,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,a902592525aac6de8dc2d9a9d8f53d78f0f5d1b17290f77c6239bf08852c8227,567127a57834e34c9bbd763a5569f8dc89af8338c17ff25984bce7be3f43416a,6b886d680ddf8b114eebda46e8a3071fb0abfe5d02c2583e3b13959b733c7af6,2026-08-15T20:11:40.402399+00:00
140,1113,2080,2080,2048,0,1,2080,2080,2079,2048,PASS,abdbe01bbebc36dd68806e21eb84e7acaa21a364b59434515e219caad92bfe8b,5b7f5728ffb7f93415456bf828bba775661a9758368177ed48858060f4cc5e68,a533efd5af09c84d503043ab53e9ccd05c892c5c1a746f9cfe619b2abd408d6b,2026-08-15T20:13:31.120205+00:00
141,1116,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,59aac9cc37e61015a254fbc0d008e1ca4419d52dd28b960fac8c31e342e59355,ee84928670e83673dbad91a2b2013c73c9d9bf57efbaafebaab40f10b83c0501,37a4942096253eee677220abd84e10e55c0c8420f6302f501e99e0870fe71a2c,2026-08-15T20:15:13.841994+00:00
142,1117,2080,2080,2048,0,1,2080,2080,2079,2048,PASS,28d90547b7ee88b24dc74262bab4417e1f637c99cd3df0fffe6d24464a71cb4e,18211a38c74f749fd9a973c28e0e428b684543f99aa68f20663c0aeadb503ddd,c0fc2db1bdeb0960ac0becd741f37cf2ede86541dd85a9a054b56233480a76fb,2026-08-15T20:16:56.181879+00:00
143,1118,2080,2080,2048,0,1,2080,2080,2079,2048,PASS,a4a32265ca4bfc79e6539607146e0b0cefb16a96119aac97a0c84f3e579cd81a,164340584cf72accbedfbbf993239b6d7d77067a5f777e8da67df4cb3405d37e,b70ca50022b50807fcf781a470e7326068c9d7a63a5cd00ee14e4bf083db9884,2026-08-15T20:18:40.609427+00:00
144,1120,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,13759ab32895b5df39d0379a58784bd11f6f3db99a0e6cfc505fae26f270b5f8,a05e946af1ab940012780b690835930d0e9a0dd0690c3c6d8bd9ec4c779c3964,bbf816ff4c65338c741b1351ee10fca73b15afcc6f27d97dece8283d50eb031b,2026-08-15T20:20:24.493664+00:00
145,1124,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,4b54524828c067d8409bedfdeaa96571ab56eed7f32c01b33602886535030d3e,8fd5991e12f76ca9e1b1e24d6757e0473e96c026b8a7e6a6e1f12145cfb7e16f,6410bae42408ade3058090b2cebfcb80d47948fadf97a312f443bb16fd640219,2026-08-15T20:22:19.006076+00:00
146,1125,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,cbfccc78fdf888f4a8b1d0c0eab03d7b594170af279d57e74cd649ddfd9a2602,bf24c1a40cd3db428843611da99b67480b3b482d1090bd21dddce90333c3e9fd,4a227c2ebd72f1f8d956372127dd661593d3a272a4f01bb5b9f370013d9ba279,2026-08-15T20:24:08.004117+00:00
147,1140,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,8022e8b5bec345414fc0cf68ccb308b55b738946da9c83f9f3ec457cbeb5a314,3da3399e7d2329ba96a10f901e87c898954b3839abd7d86900ab8f5d71825d43,54874e417ebab7171679289e55ffd914587256632980bfeff5b3b728bbd3c96c,2026-08-15T20:25:52.124145+00:00
148,1141,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,18afc6a5fd59673047b81ceb4d6a82ef0ee84dda7d4bbdb26d1afab7fca42612,63ec0eb4121a63515f89a476cc1d55f17fb219d5254653f9e5a4b018f9f73274,25c59d7c917b570846aba789be3311acc94ba6550ffab03dc486ab1b300364b5,2026-08-15T20:27:48.173900+00:00
149,1142,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,79b7d7d0258e3e66ba96bd3155e6f873a181fad7e1a2f634c3a3252bb90de85a,7c5e24af67accbf735ea2b0896730787b9dd688b4988013084b64247755128e3,cb4a4fe15a28df746e8be6d5d1eb97a7eeafc4d6f9441a8be898146d00415e59,2026-08-15T20:29:35.017110+00:00
150,1143,2080,2080,2048,0,0,2080,2080,2080,2048,PASS,dc3ad2da107c7df617b81f08da7f37b1e350d4e090725838c55b6764cd9d7833,abd11065778b0aec30dd6a8af25b3a4867f73beda233b7226e48fe92c21749a0,34c754eddba71247dff05888f96b97d9006337b4806e0071dc2016bfc5606727,2026-08-15T20:31:19.218822+00:00
