model_size,dataset,scope,learning_rate,learning_rate_label,condition,metric_family,metric,n_seeds,mean,sample_sd
YOLO26s,hrsc2016_ms,full_network,0.0002,2e-4,unity_medium150,vessel,ap50,10,0.26376368884621676,0.008334348958135982
YOLO26s,hrsc2016_ms,full_network,0.0002,2e-4,unity_medium150,vessel,ap50_95,10,0.14400309597255462,0.005867439500514769
YOLO26s,hrsc2016_ms,full_network,0.0002,2e-4,unity_medium150,vessel,ap75,10,0.14641630196024674,0.007678686359192061
YOLO26s,hrsc2016_ms,head_only,0.0001,1e-4,duplicate,aggregate,ap50,10,0.33482844133921713,0.00345669695906724
YOLO26s,hrsc2016_ms,head_only,0.0001,1e-4,duplicate,aggregate,ap50_95,10,0.17550561269860712,0.002601150938151501
YOLO26s,hrsc2016_ms,head_only,0.0001,1e-4,duplicate,aggregate,ap75,10,0.167273425879313,0.0035924586740036435
YOLO26s,hrsc2016_ms,head_only,0.0001,1e-4,duplicate,vessel,ap50,10,0.33482844133921713,0.00345669695906724
YOLO26s,hrsc2016_ms,head_only,0.0001,1e-4,duplicate,vessel,ap50_95,10,0.17550561269860712,0.002601150938151501
YOLO26s,hrsc2016_ms,head_only,0.0001,1e-4,duplicate,vessel,ap75,10,0.167273425879313,0.0035924586740036435
YOLO26s,hrsc2016_ms,head_only,0.0001,1e-4,unity_medium150,aggregate,ap50,10,0.34359174167149364,0.004755066141227933
YOLO26s,hrsc2016_ms,head_only,0.0001,1e-4,unity_medium150,aggregate,ap50_95,10,0.18377952489255164,0.00325991741741865
YOLO26s,hrsc2016_ms,head_only,0.0001,1e-4,unity_medium150,aggregate,ap75,10,0.17841339728042435,0.004790647785927023
YOLO26s,hrsc2016_ms,head_only,0.0001,1e-4,unity_medium150,vessel,ap50,10,0.34359174167149364,0.004755066141227933
YOLO26s,hrsc2016_ms,head_only,0.0001,1e-4,unity_medium150,vessel,ap50_95,10,0.18377952489255164,0.00325991741741865
YOLO26s,hrsc2016_ms,head_only,0.0001,1e-4,unity_medium150,vessel,ap75,10,0.17841339728042435,0.004790647785927023
YOLO26s,hrsc2016_ms,head_only,0.0002,2e-4,duplicate,aggregate,ap50,10,0.33812466383866024,0.004634556038808138
YOLO26s,hrsc2016_ms,head_only,0.0002,2e-4,duplicate,aggregate,ap50_95,10,0.1774006238822101,0.002294595652033138
YOLO26s,hrsc2016_ms,head_only,0.0002,2e-4,duplicate,aggregate,ap75,10,0.16843664545767675,0.00298364914893733
YOLO26s,hrsc2016_ms,head_only,0.0002,2e-4,duplicate,vessel,ap50,10,0.33812466383866024,0.004634556038808138
YOLO26s,hrsc2016_ms,head_only,0.0002,2e-4,duplicate,vessel,ap50_95,10,0.1774006238822101,0.002294595652033138
YOLO26s,hrsc2016_ms,head_only,0.0002,2e-4,duplicate,vessel,ap75,10,0.16843664545767675,0.00298364914893733
YOLO26s,hrsc2016_ms,head_only,0.0002,2e-4,unity_medium150,aggregate,ap50,10,0.34294297497477616,0.004323528598352535
YOLO26s,hrsc2016_ms,head_only,0.0002,2e-4,unity_medium150,aggregate,ap50_95,10,0.18422173834578814,0.0023069284743829285
YOLO26s,hrsc2016_ms,head_only,0.0002,2e-4,unity_medium150,aggregate,ap75,10,0.17872464812084393,0.003693443023184609
YOLO26s,hrsc2016_ms,head_only,0.0002,2e-4,unity_medium150,vessel,ap50,10,0.34294297497477616,0.004323528598352535
YOLO26s,hrsc2016_ms,head_only,0.0002,2e-4,unity_medium150,vessel,ap50_95,10,0.18422173834578814,0.0023069284743829285
YOLO26s,hrsc2016_ms,head_only,0.0002,2e-4,unity_medium150,vessel,ap75,10,0.17872464812084393,0.003693443023184609
YOLO26s,xview_test,full_network,0.0001,1e-4,duplicate,aggregate,ap50,10,0.3638342377846959,0.005513569332245503
YOLO26s,xview_test,full_network,0.0001,1e-4,duplicate,aggregate,ap50_95,10,0.17168144067809538,0.0029619354977830446
YOLO26s,xview_test,full_network,0.0001,1e-4,duplicate,aggregate,ap75,10,0.13308402648644022,0.00373669647122217
YOLO26s,xview_test,full_network,0.0001,1e-4,duplicate,vessel,ap50,10,0.21251762367338378,0.021977803488855113
YOLO26s,xview_test,full_network,0.0001,1e-4,duplicate,vessel,ap50_95,10,0.10340273909475026,0.011496727461600229
YOLO26s,xview_test,full_network,0.0001,1e-4,duplicate,vessel,ap75,10,0.09002616070682201,0.014822473784329026
YOLO26s,xview_test,full_network,0.0001,1e-4,unity_medium150,aggregate,ap50,10,0.3619208756369827,0.005387974857172967
YOLO26s,xview_test,full_network,0.0001,1e-4,unity_medium150,aggregate,ap50_95,10,0.17053255825503708,0.00371899973667798
YOLO26s,xview_test,full_network,0.0001,1e-4,unity_medium150,aggregate,ap75,10,0.13276680554273937,0.005284144837578964
YOLO26s,xview_test,full_network,0.0001,1e-4,unity_medium150,vessel,ap50,10,0.20854463636820136,0.020013518778160613
YOLO26s,xview_test,full_network,0.0001,1e-4,unity_medium150,vessel,ap50_95,10,0.10130313278813628,0.012379414565868168
YOLO26s,xview_test,full_network,0.0001,1e-4,unity_medium150,vessel,ap75,10,0.09148023259128656,0.016866593187327722
YOLO26s,xview_test,full_network,0.0002,2e-4,duplicate,aggregate,ap50,10,0.3460991406981516,0.004210952346196556
YOLO26s,xview_test,full_network,0.0002,2e-4,duplicate,aggregate,ap50_95,10,0.16219659232212166,0.0028803913440553297
YOLO26s,xview_test,full_network,0.0002,2e-4,duplicate,aggregate,ap75,10,0.12408462708703721,0.003996724979977965
YOLO26s,xview_test,full_network,0.0002,2e-4,duplicate,vessel,ap50,10,0.17223300915340367,0.01831477836852944
YOLO26s,xview_test,full_network,0.0002,2e-4,duplicate,vessel,ap50_95,10,0.08129967191567262,0.010699943520717656
YOLO26s,xview_test,full_network,0.0002,2e-4,duplicate,vessel,ap75,10,0.06267235883118824,0.015540010014440844
YOLO26s,xview_test,full_network,0.0002,2e-4,unity_medium150,aggregate,ap50,10,0.3471750292608251,0.004469708233235351
YOLO26s,xview_test,full_network,0.0002,2e-4,unity_medium150,aggregate,ap50_95,10,0.16239764352571565,0.002904102143883604
YOLO26s,xview_test,full_network,0.0002,2e-4,unity_medium150,aggregate,ap75,10,0.12309822903377546,0.004663639385365466
YOLO26s,xview_test,full_network,0.0002,2e-4,unity_medium150,vessel,ap50,10,0.1713375676601053,0.016986235382924705
YOLO26s,xview_test,full_network,0.0002,2e-4,unity_medium150,vessel,ap50_95,10,0.08001490545213932,0.009288198533345064
YOLO26s,xview_test,full_network,0.0002,2e-4,unity_medium150,vessel,ap75,10,0.06163858102168462,0.016860169095274363
YOLO26s,xview_test,head_only,0.0001,1e-4,duplicate,aggregate,ap50,10,0.3564368665828469,0.0017888123808184212
YOLO26s,xview_test,head_only,0.0001,1e-4,duplicate,aggregate,ap50_95,10,0.1656958232908634,0.0009226085027645628
YOLO26s,xview_test,head_only,0.0001,1e-4,duplicate,aggregate,ap75,10,0.12410949574477542,0.0009513612171210673
YOLO26s,xview_test,head_only,0.0001,1e-4,duplicate,vessel,ap50,10,0.2050621342679225,0.008425725098936736
YOLO26s,xview_test,head_only,0.0001,1e-4,duplicate,vessel,ap50_95,10,0.09197774502051398,0.0033296904524584958
YOLO26s,xview_test,head_only,0.0001,1e-4,duplicate,vessel,ap75,10,0.07067189204468065,0.0032453758314755707
YOLO26s,xview_test,head_only,0.0001,1e-4,unity_medium150,aggregate,ap50,10,0.3539817173814255,0.0022407081358634708
YOLO26s,xview_test,head_only,0.0001,1e-4,unity_medium150,aggregate,ap50_95,10,0.16490281421337996,0.0010324663543879846
YOLO26s,xview_test,head_only,0.0001,1e-4,unity_medium150,aggregate,ap75,10,0.12397198497453864,0.00119709933132582
YOLO26s,xview_test,head_only,0.0001,1e-4,unity_medium150,vessel,ap50,10,0.19441032630266855,0.01005869129339003
YOLO26s,xview_test,head_only,0.0001,1e-4,unity_medium150,vessel,ap50_95,10,0.0888220794223247,0.004239532219711626
YOLO26s,xview_test,head_only,0.0001,1e-4,unity_medium150,vessel,ap75,10,0.07119789580283811,0.00401690292979651
YOLO26s,xview_test,head_only,0.0002,2e-4,duplicate,aggregate,ap50,10,0.3617290178714534,0.0025586262637908347
YOLO26s,xview_test,head_only,0.0002,2e-4,duplicate,aggregate,ap50_95,10,0.16888469415083335,0.00105829654116134
YOLO26s,xview_test,head_only,0.0002,2e-4,duplicate,aggregate,ap75,10,0.12900438989905724,0.002016954237477734
YOLO26s,xview_test,head_only,0.0002,2e-4,duplicate,vessel,ap50,10,0.2227407754692605,0.008196122492436623
YOLO26s,xview_test,head_only,0.0002,2e-4,duplicate,vessel,ap50_95,10,0.09962365363820472,0.0033842270169298547
YOLO26s,xview_test,head_only,0.0002,2e-4,duplicate,vessel,ap75,10,0.077411997428061,0.005158123928690362
YOLO26s,xview_test,head_only,0.0002,2e-4,unity_medium150,aggregate,ap50,10,0.3599794686747025,0.0037704173433641855
YOLO26s,xview_test,head_only,0.0002,2e-4,unity_medium150,aggregate,ap50_95,10,0.1682406227413873,0.0016604505862015154
YOLO26s,xview_test,head_only,0.0002,2e-4,unity_medium150,aggregate,ap75,10,0.12842935936977223,0.002459272569628606
YOLO26s,xview_test,head_only,0.0002,2e-4,unity_medium150,vessel,ap50,10,0.21540771434495187,0.01439815587545575
YOLO26s,xview_test,head_only,0.0002,2e-4,unity_medium150,vessel,ap50_95,10,0.09698510824307197,0.006135514556496237
YOLO26s,xview_test,head_only,0.0002,2e-4,unity_medium150,vessel,ap75,10,0.07404165499913219,0.008094139312686958
YOLO26m,dior_public_mirror,full_network,0.0001,1e-4,duplicate,aggregate,ap50,10,0.08120094721830438,0.013412189610689474
YOLO26m,dior_public_mirror,full_network,0.0001,1e-4,duplicate,aggregate,ap50_95,10,0.029282853710602085,0.0042321866717175225
YOLO26m,dior_public_mirror,full_network,0.0001,1e-4,duplicate,aggregate,ap75,10,0.013833754192573999,0.00127467133338309
YOLO26m,dior_public_mirror,full_network,0.0001,1e-4,duplicate,vessel,ap50,10,0.08120094721830438,0.013412189610689474
YOLO26m,dior_public_mirror,full_network,0.0001,1e-4,duplicate,vessel,ap50_95,10,0.029282853710602085,0.0042321866717175225
YOLO26m,dior_public_mirror,full_network,0.0001,1e-4,duplicate,vessel,ap75,10,0.013833754192573999,0.00127467133338309
YOLO26m,dior_public_mirror,full_network,0.0001,1e-4,unity_medium150,aggregate,ap50,10,0.10895558371340722,0.01471643748335334
YOLO26m,dior_public_mirror,full_network,0.0001,1e-4,unity_medium150,aggregate,ap50_95,10,0.04094838025763037,0.005120481181641718
YOLO26m,dior_public_mirror,full_network,0.0001,1e-4,unity_medium150,aggregate,ap75,10,0.020988918924367446,0.002273881469535665
YOLO26m,dior_public_mirror,full_network,0.0001,1e-4,unity_medium150,vessel,ap50,10,0.10895558371340722,0.01471643748335334
YOLO26m,dior_public_mirror,full_network,0.0001,1e-4,unity_medium150,vessel,ap50_95,10,0.04094838025763037,0.005120481181641718
YOLO26m,dior_public_mirror,full_network,0.0001,1e-4,unity_medium150,vessel,ap75,10,0.020988918924367446,0.002273881469535665
YOLO26m,dior_public_mirror,full_network,0.0002,2e-4,duplicate,aggregate,ap50,10,0.07307869368213188,0.011465128134929801
YOLO26m,dior_public_mirror,full_network,0.0002,2e-4,duplicate,aggregate,ap50_95,10,0.027290745653411722,0.003635629336921917
YOLO26m,dior_public_mirror,full_network,0.0002,2e-4,duplicate,aggregate,ap75,10,0.013342149141690995,0.0011936586129894552
YOLO26m,dior_public_mirror,full_network,0.0002,2e-4,duplicate,vessel,ap50,10,0.07307869368213188,0.011465128134929801
YOLO26m,dior_public_mirror,full_network,0.0002,2e-4,duplicate,vessel,ap50_95,10,0.027290745653411722,0.003635629336921917
YOLO26m,dior_public_mirror,full_network,0.0002,2e-4,duplicate,vessel,ap75,10,0.013342149141690995,0.0011936586129894552
YOLO26m,dior_public_mirror,full_network,0.0002,2e-4,unity_medium150,aggregate,ap50,10,0.10182645995539537,0.011562388206585908
YOLO26m,dior_public_mirror,full_network,0.0002,2e-4,unity_medium150,aggregate,ap50_95,10,0.038389220433140046,0.004244520584884221
YOLO26m,dior_public_mirror,full_network,0.0002,2e-4,unity_medium150,aggregate,ap75,10,0.019305421467880876,0.0027631353128732437
YOLO26m,dior_public_mirror,full_network,0.0002,2e-4,unity_medium150,vessel,ap50,10,0.10182645995539537,0.011562388206585908
YOLO26m,dior_public_mirror,full_network,0.0002,2e-4,unity_medium150,vessel,ap50_95,10,0.038389220433140046,0.004244520584884221
YOLO26m,dior_public_mirror,full_network,0.0002,2e-4,unity_medium150,vessel,ap75,10,0.019305421467880876,0.0027631353128732437
YOLO26m,dior_public_mirror,head_only,0.0001,1e-4,duplicate,aggregate,ap50,10,0.11465862688205632,0.004327552405020602
YOLO26m,dior_public_mirror,head_only,0.0001,1e-4,duplicate,aggregate,ap50_95,10,0.0427200604461111,0.0016737536154631874
YOLO26m,dior_public_mirror,head_only,0.0001,1e-4,duplicate,aggregate,ap75,10,0.017952174156713383,0.0014457842311533407
YOLO26m,dior_public_mirror,head_only,0.0001,1e-4,duplicate,vessel,ap50,10,0.11465862688205632,0.004327552405020602
YOLO26m,dior_public_mirror,head_only,0.0001,1e-4,duplicate,vessel,ap50_95,10,0.0427200604461111,0.0016737536154631874
YOLO26m,dior_public_mirror,head_only,0.0001,1e-4,duplicate,vessel,ap75,10,0.017952174156713383,0.0014457842311533407
YOLO26m,dior_public_mirror,head_only,0.0001,1e-4,unity_medium150,aggregate,ap50,10,0.229584585445384,0.006906762663052084
YOLO26m,dior_public_mirror,head_only,0.0001,1e-4,unity_medium150,aggregate,ap50_95,10,0.08587837868785148,0.002498463557106815
YOLO26m,dior_public_mirror,head_only,0.0001,1e-4,unity_medium150,aggregate,ap75,10,0.037115877765883,0.001236373030926231
YOLO26m,dior_public_mirror,head_only,0.0001,1e-4,unity_medium150,vessel,ap50,10,0.229584585445384,0.006906762663052084
YOLO26m,dior_public_mirror,head_only,0.0001,1e-4,unity_medium150,vessel,ap50_95,10,0.08587837868785148,0.002498463557106815
YOLO26m,dior_public_mirror,head_only,0.0001,1e-4,unity_medium150,vessel,ap75,10,0.037115877765883,0.001236373030926231
YOLO26m,dior_public_mirror,head_only,0.0002,2e-4,duplicate,aggregate,ap50,10,0.11248475278984585,0.00643918622971423
YOLO26m,dior_public_mirror,head_only,0.0002,2e-4,duplicate,aggregate,ap50_95,10,0.04185542202981707,0.002268452497025727
YOLO26m,dior_public_mirror,head_only,0.0002,2e-4,duplicate,aggregate,ap75,10,0.017980699700770243,0.0013596535863178098
YOLO26m,dior_public_mirror,head_only,0.0002,2e-4,duplicate,vessel,ap50,10,0.11248475278984585,0.00643918622971423
YOLO26m,dior_public_mirror,head_only,0.0002,2e-4,duplicate,vessel,ap50_95,10,0.04185542202981707,0.002268452497025727
YOLO26m,dior_public_mirror,head_only,0.0002,2e-4,duplicate,vessel,ap75,10,0.017980699700770243,0.0013596535863178098
YOLO26m,dior_public_mirror,head_only,0.0002,2e-4,unity_medium150,aggregate,ap50,10,0.22558953953385855,0.045787396819274684
YOLO26m,dior_public_mirror,head_only,0.0002,2e-4,unity_medium150,aggregate,ap50_95,10,0.08421228376368783,0.01685498706689023
YOLO26m,dior_public_mirror,head_only,0.0002,2e-4,unity_medium150,aggregate,ap75,10,0.03591951742823313,0.007366502675746531
YOLO26m,dior_public_mirror,head_only,0.0002,2e-4,unity_medium150,vessel,ap50,10,0.22558953953385855,0.045787396819274684
YOLO26m,dior_public_mirror,head_only,0.0002,2e-4,unity_medium150,vessel,ap50_95,10,0.08421228376368783,0.01685498706689023
YOLO26m,dior_public_mirror,head_only,0.0002,2e-4,unity_medium150,vessel,ap75,10,0.03591951742823313,0.007366502675746531
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,duplicate,aggregate,ap50,10,0.2672386099978563,0.006905846085506375
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,duplicate,aggregate,ap50_95,10,0.13011384425089587,0.004468563111415258
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,duplicate,aggregate,ap75,10,0.11056441151709512,0.005117908870910059
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,duplicate,vessel,ap50,10,0.2672386099978563,0.006905846085506375
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,duplicate,vessel,ap50_95,10,0.13011384425089587,0.004468563111415258
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,duplicate,vessel,ap75,10,0.11056441151709512,0.005117908870910059
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,unity_medium150,aggregate,ap50,10,0.2721606880684904,0.006846702927337841
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,unity_medium150,aggregate,ap50_95,10,0.1382890842877354,0.004519857588828012
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,unity_medium150,aggregate,ap75,10,0.12500329379433495,0.004170835541128498
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,unity_medium150,vessel,ap50,10,0.2721606880684904,0.006846702927337841
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,unity_medium150,vessel,ap50_95,10,0.1382890842877354,0.004519857588828012
YOLO26m,hrsc2016_ms,full_network,0.0001,1e-4,unity_medium150,vessel,ap75,10,0.12500329379433495,0.004170835541128498
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,duplicate,aggregate,ap50,10,0.2628646610648882,0.0053910044939821196
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,duplicate,aggregate,ap50_95,10,0.12846353337744065,0.0036843043202953486
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,duplicate,aggregate,ap75,10,0.11110009742694414,0.005168520898136324
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,duplicate,vessel,ap50,10,0.2628646610648882,0.0053910044939821196
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,duplicate,vessel,ap50_95,10,0.12846353337744065,0.0036843043202953486
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,duplicate,vessel,ap75,10,0.11110009742694414,0.005168520898136324
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,unity_medium150,aggregate,ap50,10,0.2643655536297827,0.007818756619950549
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,unity_medium150,aggregate,ap50_95,10,0.1340378966977517,0.003920511866753739
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,unity_medium150,aggregate,ap75,10,0.12311580224059639,0.00496170714134388
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,unity_medium150,vessel,ap50,10,0.2643655536297827,0.007818756619950549
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,unity_medium150,vessel,ap50_95,10,0.1340378966977517,0.003920511866753739
YOLO26m,hrsc2016_ms,full_network,0.0002,2e-4,unity_medium150,vessel,ap75,10,0.12311580224059639,0.00496170714134388
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,duplicate,aggregate,ap50,10,0.31580847092281944,0.0020590920647324735
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,duplicate,aggregate,ap50_95,10,0.15687288180376385,0.0016419610296956853
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,duplicate,aggregate,ap75,10,0.14056205869056926,0.002531692632882865
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,duplicate,vessel,ap50,10,0.31580847092281944,0.0020590920647324735
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,duplicate,vessel,ap50_95,10,0.15687288180376385,0.0016419610296956853
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,duplicate,vessel,ap75,10,0.14056205869056926,0.002531692632882865
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,unity_medium150,aggregate,ap50,10,0.3423865294507132,0.0026165305118802007
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,unity_medium150,aggregate,ap50_95,10,0.17123589034556694,0.0019148295731760017
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,unity_medium150,aggregate,ap75,10,0.15445605190225073,0.003430389345502432
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,unity_medium150,vessel,ap50,10,0.3423865294507132,0.0026165305118802007
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,unity_medium150,vessel,ap50_95,10,0.17123589034556694,0.0019148295731760017
YOLO26m,hrsc2016_ms,head_only,0.0001,1e-4,unity_medium150,vessel,ap75,10,0.15445605190225073,0.003430389345502432
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,duplicate,aggregate,ap50,10,0.311999306130547,0.002613752555347349
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,duplicate,aggregate,ap50_95,10,0.15546935026913142,0.0019428789893053725
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,duplicate,aggregate,ap75,10,0.14055541334045538,0.00288584337071701
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,duplicate,vessel,ap50,10,0.311999306130547,0.002613752555347349
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,duplicate,vessel,ap50_95,10,0.15546935026913142,0.0019428789893053725
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,duplicate,vessel,ap75,10,0.14055541334045538,0.00288584337071701
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,unity_medium150,aggregate,ap50,10,0.3268153294257545,0.023770666591501684
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,unity_medium150,aggregate,ap50_95,10,0.16445035045835252,0.01213801580706602
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,unity_medium150,aggregate,ap75,10,0.1505466645929633,0.010553519562498136
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,unity_medium150,vessel,ap50,10,0.3268153294257545,0.023770666591501684
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,unity_medium150,vessel,ap50_95,10,0.16445035045835252,0.01213801580706602
YOLO26m,hrsc2016_ms,head_only,0.0002,2e-4,unity_medium150,vessel,ap75,10,0.1505466645929633,0.010553519562498136
YOLO26m,xview_test,full_network,0.0001,1e-4,duplicate,aggregate,ap50,10,0.36834558141182017,0.007449660843019168
YOLO26m,xview_test,full_network,0.0001,1e-4,duplicate,aggregate,ap50_95,10,0.17491320539742747,0.003374942223841911
YOLO26m,xview_test,full_network,0.0001,1e-4,duplicate,aggregate,ap75,10,0.13870487725835606,0.0038507171313513075
YOLO26m,xview_test,full_network,0.0001,1e-4,duplicate,vessel,ap50,10,0.26505670195481823,0.02140226899979845
YOLO26m,xview_test,full_network,0.0001,1e-4,duplicate,vessel,ap50_95,10,0.12627691006715835,0.012801857657667134
YOLO26m,xview_test,full_network,0.0001,1e-4,duplicate,vessel,ap75,10,0.09929582793785123,0.017688412475494384
YOLO26m,xview_test,full_network,0.0001,1e-4,unity_medium150,aggregate,ap50,10,0.3670013244588706,0.005327433895820902
YOLO26m,xview_test,full_network,0.0001,1e-4,unity_medium150,aggregate,ap50_95,10,0.17327988650782475,0.0029533798727606553
YOLO26m,xview_test,full_network,0.0001,1e-4,unity_medium150,aggregate,ap75,10,0.13585738055150404,0.00400077038961007
YOLO26m,xview_test,full_network,0.0001,1e-4,unity_medium150,vessel,ap50,10,0.26032403096370216,0.018501999729962238
YOLO26m,xview_test,full_network,0.0001,1e-4,unity_medium150,vessel,ap50_95,10,0.1206946392041808,0.012014433837627084
YOLO26m,xview_test,full_network,0.0001,1e-4,unity_medium150,vessel,ap75,10,0.0903278529327229,0.01512602117702372
YOLO26m,xview_test,full_network,0.0002,2e-4,duplicate,aggregate,ap50,10,0.35372238735182826,0.005796776547596987
YOLO26m,xview_test,full_network,0.0002,2e-4,duplicate,aggregate,ap50_95,10,0.16711825891803495,0.0028434973904267772
YOLO26m,xview_test,full_network,0.0002,2e-4,duplicate,aggregate,ap75,10,0.1305286770545187,0.0018370301863670873
YOLO26m,xview_test,full_network,0.0002,2e-4,duplicate,vessel,ap50,10,0.2402343250139914,0.016778629771128137
YOLO26m,xview_test,full_network,0.0002,2e-4,duplicate,vessel,ap50_95,10,0.11744293269684995,0.00921597884300287
YOLO26m,xview_test,full_network,0.0002,2e-4,duplicate,vessel,ap75,10,0.0972460974220332,0.009527426476606215
YOLO26m,xview_test,full_network,0.0002,2e-4,unity_medium150,aggregate,ap50,10,0.350984799335873,0.004889135861886553
YOLO26m,xview_test,full_network,0.0002,2e-4,unity_medium150,aggregate,ap50_95,10,0.16606116775191876,0.0029633865768645793
YOLO26m,xview_test,full_network,0.0002,2e-4,unity_medium150,aggregate,ap75,10,0.1294390858885306,0.005998512443157937
YOLO26m,xview_test,full_network,0.0002,2e-4,unity_medium150,vessel,ap50,10,0.23195716307437658,0.018971310660758734
YOLO26m,xview_test,full_network,0.0002,2e-4,unity_medium150,vessel,ap50_95,10,0.11593689475813436,0.014005650991095022
YOLO26m,xview_test,full_network,0.0002,2e-4,unity_medium150,vessel,ap75,10,0.10063172934454792,0.02565079212845303
YOLO26m,xview_test,head_only,0.0001,1e-4,duplicate,aggregate,ap50,10,0.39707078636029136,0.001344331314188245
YOLO26m,xview_test,head_only,0.0001,1e-4,duplicate,aggregate,ap50_95,10,0.19648239102429357,0.0009221864719240223
YOLO26m,xview_test,head_only,0.0001,1e-4,duplicate,aggregate,ap75,10,0.1671833367078538,0.0013411853662156133
YOLO26m,xview_test,head_only,0.0001,1e-4,duplicate,vessel,ap50,10,0.2916044591742172,0.0038867266889794157
YOLO26m,xview_test,head_only,0.0001,1e-4,duplicate,vessel,ap50_95,10,0.15963587030368423,0.002046945324938215
YOLO26m,xview_test,head_only,0.0001,1e-4,duplicate,vessel,ap75,10,0.16800427665657874,0.0041148015342619216
YOLO26m,xview_test,head_only,0.0001,1e-4,unity_medium150,aggregate,ap50,10,0.39911201186695966,0.0013899088654805451
YOLO26m,xview_test,head_only,0.0001,1e-4,unity_medium150,aggregate,ap50_95,10,0.19720814966506323,0.0010203293030278185
YOLO26m,xview_test,head_only,0.0001,1e-4,unity_medium150,aggregate,ap75,10,0.16709145832270203,0.0015833636693073497
YOLO26m,xview_test,head_only,0.0001,1e-4,unity_medium150,vessel,ap50,10,0.2997223640884228,0.004924187234469122
YOLO26m,xview_test,head_only,0.0001,1e-4,unity_medium150,vessel,ap50_95,10,0.16229039915758614,0.0032036890379061557
YOLO26m,xview_test,head_only,0.0001,1e-4,unity_medium150,vessel,ap75,10,0.16747305567451204,0.004745811358935883
YOLO26m,xview_test,head_only,0.0002,2e-4,duplicate,aggregate,ap50,10,0.39617095025740234,0.0013621545089549441
YOLO26m,xview_test,head_only,0.0002,2e-4,duplicate,aggregate,ap50_95,10,0.19548332423090403,0.001312608265377567
YOLO26m,xview_test,head_only,0.0002,2e-4,duplicate,aggregate,ap75,10,0.167183081777803,0.002586378073433247
YOLO26m,xview_test,head_only,0.0002,2e-4,duplicate,vessel,ap50,10,0.28721618993054715,0.003788299467544306
YOLO26m,xview_test,head_only,0.0002,2e-4,duplicate,vessel,ap50_95,10,0.15430266875879947,0.003974560366615746
YOLO26m,xview_test,head_only,0.0002,2e-4,duplicate,vessel,ap75,10,0.16352685343766793,0.006061864257526555
YOLO26m,xview_test,head_only,0.0002,2e-4,unity_medium150,aggregate,ap50,10,0.3817885964202151,0.05138712617443547
YOLO26m,xview_test,head_only,0.0002,2e-4,unity_medium150,aggregate,ap50_95,10,0.1881520743072929,0.02619491079121568
YOLO26m,xview_test,head_only,0.0002,2e-4,unity_medium150,aggregate,ap75,10,0.16044264446560386,0.023097326795060123
YOLO26m,xview_test,head_only,0.0002,2e-4,unity_medium150,vessel,ap50,10,0.27881004096036827,0.04775858523058929
YOLO26m,xview_test,head_only,0.0002,2e-4,unity_medium150,vessel,ap50_95,10,0.14949698212000836,0.026015593354980278
